"country"	"Time"	"category_1"	"category_2"	"category_3"	"category_4"	"value"
"germany"	"2012-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"197016"
"germany"	"2012-01-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2012-01-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"66378"
"germany"	"2012-01-01"	"TOTAL"	"Non-residents"	""	""	"1258,078"
"germany"	"2012-04-01"	"TOTAL"	"Residents"	"Central Bank"	""	"11928"
"germany"	"2012-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"656343"
"germany"	"2012-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"208433"
"germany"	"2012-04-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2012-04-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"57825"
"germany"	"2012-04-01"	"TOTAL"	"Non-residents"	""	""	"1292,133"
"germany"	"2012-07-01"	"TOTAL"	"Residents"	"Central Bank"	""	"11964"
"germany"	"2012-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"672898"
"germany"	"2012-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"201102"
"germany"	"2012-07-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2012-07-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"59418"
"germany"	"2012-07-01"	"TOTAL"	"Non-residents"	""	""	"1275,767"
"germany"	"2012-10-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12126"
"germany"	"2012-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"655104"
"germany"	"2012-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"199132"
"germany"	"2012-10-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2012-10-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"59660"
"germany"	"2012-10-01"	"TOTAL"	"Non-residents"	""	""	"1301,397"
"germany"	"2013-01-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12079"
"germany"	"2013-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"650147"
"germany"	"2013-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"193572"
"germany"	"2013-01-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2013-01-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"58202"
"germany"	"2013-01-01"	"TOTAL"	"Non-residents"	""	""	"1303,605"
"germany"	"2013-04-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12237"
"germany"	"2013-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"640614"
"germany"	"2013-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"200043"
"germany"	"2013-04-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2013-04-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"54372"
"germany"	"2013-04-01"	"TOTAL"	"Non-residents"	""	""	"1309,550"
"germany"	"2013-07-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12270"
"germany"	"2013-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"650481"
"germany"	"2013-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"190611"
"germany"	"2013-07-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2013-07-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"50153"
"germany"	"2013-07-01"	"TOTAL"	"Non-residents"	""	""	"1294,140"
"germany"	"2013-10-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12438"
"germany"	"2013-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"662788"
"germany"	"2013-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"190555"
"germany"	"2013-10-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2013-10-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"43616"
"germany"	"2013-10-01"	"TOTAL"	"Non-residents"	""	""	"1303,612"
"germany"	"2014-01-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12344"
"germany"	"2014-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"652618"
"germany"	"2014-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"190306"
"germany"	"2014-01-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2014-01-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"43242"
"germany"	"2014-01-01"	"TOTAL"	"Non-residents"	""	""	"1304,319"
"germany"	"2014-04-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12574"
"germany"	"2014-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"646808"
"germany"	"2014-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"189569"
"germany"	"2014-04-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2014-04-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"44543"
"germany"	"2014-04-01"	"TOTAL"	"Non-residents"	""	""	"1315,828"
"germany"	"2014-07-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12594"
"germany"	"2014-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"636580"
"germany"	"2014-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"188907"
"germany"	"2014-07-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2014-07-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"46309"
"germany"	"2014-07-01"	"TOTAL"	"Non-residents"	""	""	"1326,657"
"germany"	"2014-10-01"	"TOTAL"	"Residents"	"Central Bank"	""	"12774"
"germany"	"2014-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"634589"
"germany"	"2014-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"190130"
"germany"	"2014-10-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2014-10-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"44576"
"germany"	"2014-10-01"	"TOTAL"	"Non-residents"	""	""	"1333,098"
"germany"	"2015-01-01"	"TOTAL"	"Residents"	"Central Bank"	""	"20802"
"germany"	"2015-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"643125"
"germany"	"2015-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"189048"
"germany"	"2015-01-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2015-01-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"44074"
"germany"	"2015-01-01"	"TOTAL"	"Non-residents"	""	""	"1324,164"
"germany"	"2015-04-01"	"TOTAL"	"Residents"	"Central Bank"	""	"42807"
"germany"	"2015-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"623254"
"germany"	"2015-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"187280"
"germany"	"2015-04-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2015-04-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"44451"
"germany"	"2015-04-01"	"TOTAL"	"Non-residents"	""	""	"1288,872"
"germany"	"2015-07-01"	"TOTAL"	"Residents"	"Central Bank"	""	"63558"
"germany"	"2015-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"628386"
"germany"	"2015-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"188165"
"germany"	"2015-07-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2015-07-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"44443"
"germany"	"2015-07-01"	"TOTAL"	"Non-residents"	""	""	"1264,068"
"germany"	"2015-10-01"	"TOTAL"	"Residents"	"Central Bank"	""	"85952"
"germany"	"2015-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"621988"
"germany"	"2015-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"186661"
"germany"	"2015-10-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2015-10-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"44630"
"germany"	"2015-10-01"	"TOTAL"	"Non-residents"	""	""	"1245,882"
"germany"	"2016-01-01"	"TOTAL"	"Residents"	"Central Bank"	""	"108746"
"germany"	"2016-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"636557"
"germany"	"2016-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"183160"
"germany"	"2016-01-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2016-01-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"41555"
"germany"	"2016-01-01"	"TOTAL"	"Non-residents"	""	""	"1223,982"
"germany"	"2016-04-01"	"TOTAL"	"Residents"	"Central Bank"	""	"142139"
"germany"	"2016-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"625256"
"germany"	"2016-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"181372"
"germany"	"2016-04-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2016-04-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"39569"
"germany"	"2016-04-01"	"TOTAL"	"Non-residents"	""	""	"1208,934"
"germany"	"2016-07-01"	"TOTAL"	"Residents"	"Central Bank"	""	"172567"
"germany"	"2016-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"611823"
"germany"	"2016-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"179359"
"germany"	"2016-07-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2016-07-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"38686"
"germany"	"2016-07-01"	"TOTAL"	"Non-residents"	""	""	"1188,190"
"germany"	"2016-10-01"	"TOTAL"	"Residents"	"Central Bank"	""	"205391"
"germany"	"2016-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"599089"
"germany"	"2016-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"179755"
"germany"	"2016-10-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2016-10-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"41318"
"germany"	"2016-10-01"	"TOTAL"	"Non-residents"	""	""	"1143,436"
"germany"	"2017-01-01"	"TOTAL"	"Residents"	"Central Bank"	""	"239495"
"germany"	"2017-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"586013"
"germany"	"2017-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"178219"
"germany"	"2017-01-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2017-01-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"40475"
"germany"	"2017-01-01"	"TOTAL"	"Non-residents"	""	""	"1100,372"
"germany"	"2017-04-01"	"TOTAL"	"Residents"	"Central Bank"	""	"265130"
"germany"	"2017-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"572364"
"germany"	"2017-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"176810"
"germany"	"2017-04-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2017-04-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"41255"
"germany"	"2017-04-01"	"TOTAL"	"Non-residents"	""	""	"1084,084"
"germany"	"2017-07-01"	"TOTAL"	"Residents"	"Central Bank"	""	"290214"
"germany"	"2017-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"560322"
"germany"	"2017-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"176646"
"germany"	"2017-07-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2017-07-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"42855"
"germany"	"2017-07-01"	"TOTAL"	"Non-residents"	""	""	"1064,472"
"germany"	"2017-10-01"	"TOTAL"	"Residents"	"Central Bank"	""	"319159"
"germany"	"2017-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"552728"
"germany"	"2017-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"175617"
"germany"	"2017-10-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2017-10-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"38208"
"germany"	"2017-10-01"	"TOTAL"	"Non-residents"	""	""	"1032,958"
"germany"	"2018-01-01"	"TOTAL"	"Residents"	"Central Bank"	""	"329387"
"germany"	"2018-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"530067"
"germany"	"2018-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"176495"
"germany"	"2018-01-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2018-01-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"37156"
"germany"	"2018-01-01"	"TOTAL"	"Non-residents"	""	""	"1022,355"
"germany"	"2018-04-01"	"TOTAL"	"Residents"	"Central Bank"	""	"344279"
"germany"	"2018-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"514551"
"germany"	"2018-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"179856"
"germany"	"2018-04-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2018-04-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"36686"
"germany"	"2018-04-01"	"TOTAL"	"Non-residents"	""	""	"1005,495"
"germany"	"2018-07-01"	"TOTAL"	"Residents"	"Central Bank"	""	"356899"
"germany"	"2018-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"502876"
"germany"	"2018-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"180464"
"germany"	"2018-07-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2018-07-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"37134"
"germany"	"2018-07-01"	"TOTAL"	"Non-residents"	""	""	"1003,658"
"germany"	"2018-10-01"	"TOTAL"	"Residents"	"Central Bank"	""	"364731"
"germany"	"2018-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"508799"
"germany"	"2018-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"181077"
"germany"	"2018-10-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2018-10-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"37030"
"germany"	"2018-10-01"	"TOTAL"	"Non-residents"	""	""	"976925"
"germany"	"2019-01-01"	"TOTAL"	"Residents"	"Central Bank"	""	"359884"
"germany"	"2019-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"499280"
"germany"	"2019-01-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"179512"
"germany"	"2019-01-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2019-01-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"35669"
"germany"	"2019-01-01"	"TOTAL"	"Non-residents"	""	""	"1003,684"
"germany"	"2019-04-01"	"TOTAL"	"Residents"	"Central Bank"	""	"361032"
"germany"	"2019-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"492958"
"germany"	"2019-04-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"179168"
"germany"	"2019-04-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2019-04-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"35491"
"germany"	"2019-04-01"	"TOTAL"	"Non-residents"	""	""	"1000,462"
"germany"	"2019-07-01"	"TOTAL"	"Residents"	"Central Bank"	""	"358813"
"germany"	"2019-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"490759"
"germany"	"2019-07-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"179228"
"germany"	"2019-07-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2019-07-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"42007"
"germany"	"2019-07-01"	"TOTAL"	"Non-residents"	""	""	"1015,797"
"germany"	"2019-10-01"	"TOTAL"	"Residents"	"Central Bank"	""	"366562"
"germany"	"2019-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"MFIs"	"473114"
"germany"	"2019-10-01"	"TOTAL"	"Residents"	"Credit Institutions"	"other financial corporations"	"177601"
"germany"	"2019-10-01"	"TOTAL"	"Residents"	"Social Security Funds"	""	""
"germany"	"2019-10-01"	"TOTAL"	"Residents"	"other domestic non banks"	""	"43593"
"germany"	"2019-10-01"	"TOTAL"	"Non-residents"	""	""	"992164"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"243"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"7812"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"31352"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"5626"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1276"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"0"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"9005"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"16281"
"greece"	"1997-10-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"18849"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"245"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"8633"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"34480"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"4421"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1309"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"0"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"9098"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"19090"
"greece"	"1998-01-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"15996"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"249"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"7848"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"35049"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"4619"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1355"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"0"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"9191"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"22120"
"greece"	"1998-04-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"15670"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"253"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"7516"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"34321"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"4577"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1414"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"0"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"9284"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"23305"
"greece"	"1998-07-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"18260"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"257"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"7883"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"36477"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"4424"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1449"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"0"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"9377"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"12074"
"greece"	"1998-10-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"29817"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"258"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"7376"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"39056"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"4708"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1425"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"16"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"9584"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"10703"
"greece"	"1999-01-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"30493"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"260"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"7587"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"37773"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"5149"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1475"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"16"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"9791"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"8991"
"greece"	"1999-04-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"34438"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"262"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"7806"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"38000"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"4546"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1539"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"15"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"9997"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"6917"
"greece"	"1999-07-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"38257"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"261"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"8137"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"41583"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"4043"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1577"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"16"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"10204"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Residents"	"Households-NPISH"	""	"6125"
"greece"	"1999-10-01"	"TOTAL SECURITIES"	"Non-residents"	""	""	"37256"
"greece"	"2000-01-01"	"TOTAL SECURITIES"	"Residents"	"Non-financial corporations"	""	"264"
"greece"	"2000-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Central Bank"	"8013"
"greece"	"2000-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"OMFIs"	"40012"
"greece"	"2000-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Other financial intermediaries"	"4189"
"greece"	"2000-01-01"	"TOTAL SECURITIES"	"Residents"	"Financial corporations"	"Insurance and pension funds"	"1593"
"greece"	"2000-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Central gov."	"0"
"greece"	"2000-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"  of which Local gov."	"18"
"greece"	"2000-01-01"	"TOTAL SECURITIES"	"Residents"	"General government"	"of which Social Security Funds"	"13449"
